task_id	category	score	summary	action	evidence
19288	entity_omission	0.936393	Review unannotated 'Human' as ORGANISM; the exact mention is labeled ORGANISM in 46 other occurrences.	"{""end"": 190, ""kind"": ""add_entity"", ""start"": 185, ""suggested_label"": ""ORGANISM"", ""text"": ""Human""}"	"{""label"": ""ORGANISM"", ""support"": 46, ""surface"": ""human""}"
19417	entity_omission	0.936393	Review unannotated 'human' as ORGANISM; the exact mention is labeled ORGANISM in 46 other occurrences.	"{""end"": 95, ""kind"": ""add_entity"", ""start"": 90, ""suggested_label"": ""ORGANISM"", ""text"": ""human""}"	"{""label"": ""ORGANISM"", ""support"": 46, ""surface"": ""human""}"
19610	entity_omission	0.936393	Review unannotated 'human' as ORGANISM; the exact mention is labeled ORGANISM in 46 other occurrences.	"{""end"": 132, ""kind"": ""add_entity"", ""start"": 127, ""suggested_label"": ""ORGANISM"", ""text"": ""human""}"	"{""label"": ""ORGANISM"", ""support"": 46, ""surface"": ""human""}"
19804	entity_omission	0.936393	Review unannotated 'human' as ORGANISM; the exact mention is labeled ORGANISM in 46 other occurrences.	"{""end"": 215, ""kind"": ""add_entity"", ""start"": 210, ""suggested_label"": ""ORGANISM"", ""text"": ""human""}"	"{""label"": ""ORGANISM"", ""support"": 46, ""surface"": ""human""}"
19857	entity_omission	0.936393	Review unannotated 'human' as ORGANISM; the exact mention is labeled ORGANISM in 46 other occurrences.	"{""end"": 185, ""kind"": ""add_entity"", ""start"": 180, ""suggested_label"": ""ORGANISM"", ""text"": ""human""}"	"{""label"": ""ORGANISM"", ""support"": 46, ""surface"": ""human""}"
19989	entity_omission	0.936393	Review unannotated 'human' as ORGANISM; the exact mention is labeled ORGANISM in 46 other occurrences.	"{""end"": 167, ""kind"": ""add_entity"", ""start"": 162, ""suggested_label"": ""ORGANISM"", ""text"": ""human""}"	"{""label"": ""ORGANISM"", ""support"": 46, ""surface"": ""human""}"
20083	entity_omission	0.936393	Review unannotated 'human' as ORGANISM; the exact mention is labeled ORGANISM in 46 other occurrences.	"{""end"": 153, ""kind"": ""add_entity"", ""start"": 148, ""suggested_label"": ""ORGANISM"", ""text"": ""human""}"	"{""label"": ""ORGANISM"", ""support"": 46, ""surface"": ""human""}"
20614	entity_omission	0.936393	Review unannotated 'human' as ORGANISM; the exact mention is labeled ORGANISM in 46 other occurrences.	"{""end"": 158, ""kind"": ""add_entity"", ""start"": 153, ""suggested_label"": ""ORGANISM"", ""text"": ""human""}"	"{""label"": ""ORGANISM"", ""support"": 46, ""surface"": ""human""}"
20812	entity_omission	0.936393	Review unannotated 'Human' as ORGANISM; the exact mention is labeled ORGANISM in 46 other occurrences.	"{""end"": 232, ""kind"": ""add_entity"", ""start"": 227, ""suggested_label"": ""ORGANISM"", ""text"": ""Human""}"	"{""label"": ""ORGANISM"", ""support"": 46, ""surface"": ""human""}"
20951	entity_omission	0.936393	Review unannotated 'human' as ORGANISM; the exact mention is labeled ORGANISM in 46 other occurrences.	"{""end"": 45, ""kind"": ""add_entity"", ""start"": 40, ""suggested_label"": ""ORGANISM"", ""text"": ""human""}"	"{""label"": ""ORGANISM"", ""support"": 46, ""surface"": ""human""}"
20954	entity_omission	0.936393	Review unannotated 'human' as ORGANISM; the exact mention is labeled ORGANISM in 46 other occurrences.	"{""end"": 84, ""kind"": ""add_entity"", ""start"": 79, ""suggested_label"": ""ORGANISM"", ""text"": ""human""}"	"{""label"": ""ORGANISM"", ""support"": 46, ""surface"": ""human""}"
20983	entity_omission	0.936393	Review unannotated 'human' as ORGANISM; the exact mention is labeled ORGANISM in 46 other occurrences.	"{""end"": 19, ""kind"": ""add_entity"", ""start"": 14, ""suggested_label"": ""ORGANISM"", ""text"": ""human""}"	"{""label"": ""ORGANISM"", ""support"": 46, ""surface"": ""human""}"
20985	entity_omission	0.936393	Review unannotated 'human' as ORGANISM; the exact mention is labeled ORGANISM in 46 other occurrences.	"{""end"": 29, ""kind"": ""add_entity"", ""start"": 24, ""suggested_label"": ""ORGANISM"", ""text"": ""human""}"	"{""label"": ""ORGANISM"", ""support"": 46, ""surface"": ""human""}"
21006	entity_omission	0.936393	Review unannotated 'human' as ORGANISM; the exact mention is labeled ORGANISM in 46 other occurrences.	"{""end"": 37, ""kind"": ""add_entity"", ""start"": 32, ""suggested_label"": ""ORGANISM"", ""text"": ""human""}"	"{""label"": ""ORGANISM"", ""support"": 46, ""surface"": ""human""}"
21107	entity_omission	0.936393	Review unannotated 'human' as ORGANISM; the exact mention is labeled ORGANISM in 46 other occurrences.	"{""end"": 36, ""kind"": ""add_entity"", ""start"": 31, ""suggested_label"": ""ORGANISM"", ""text"": ""human""}"	"{""label"": ""ORGANISM"", ""support"": 46, ""surface"": ""human""}"
21304	entity_omission	0.936393	Review unannotated 'human' as ORGANISM; the exact mention is labeled ORGANISM in 46 other occurrences.	"{""end"": 107, ""kind"": ""add_entity"", ""start"": 102, ""suggested_label"": ""ORGANISM"", ""text"": ""human""}"	"{""label"": ""ORGANISM"", ""support"": 46, ""surface"": ""human""}"
21471	entity_omission	0.936393	Review unannotated 'human' as ORGANISM; the exact mention is labeled ORGANISM in 46 other occurrences.	"{""end"": 30, ""kind"": ""add_entity"", ""start"": 25, ""suggested_label"": ""ORGANISM"", ""text"": ""human""}"	"{""label"": ""ORGANISM"", ""support"": 46, ""surface"": ""human""}"
21472	entity_omission	0.936393	Review unannotated 'human' as ORGANISM; the exact mention is labeled ORGANISM in 46 other occurrences.	"{""end"": 128, ""kind"": ""add_entity"", ""start"": 123, ""suggested_label"": ""ORGANISM"", ""text"": ""human""}"	"{""label"": ""ORGANISM"", ""support"": 46, ""surface"": ""human""}"
21605	entity_omission	0.936393	Review unannotated 'human' as ORGANISM; the exact mention is labeled ORGANISM in 46 other occurrences.	"{""end"": 9, ""kind"": ""add_entity"", ""start"": 4, ""suggested_label"": ""ORGANISM"", ""text"": ""human""}"	"{""label"": ""ORGANISM"", ""support"": 46, ""surface"": ""human""}"
19475	entity_omission	0.932144	Review unannotated 'biofilm' as PHENOTYPE; the exact mention is labeled PHENOTYPE in 40 other occurrences.	"{""end"": 116, ""kind"": ""add_entity"", ""start"": 109, ""suggested_label"": ""PHENOTYPE"", ""text"": ""biofilm""}"	"{""label"": ""PHENOTYPE"", ""support"": 40, ""surface"": ""biofilm""}"
19498	entity_omission	0.932144	Review unannotated 'biofilm' as PHENOTYPE; the exact mention is labeled PHENOTYPE in 40 other occurrences.	"{""end"": 20, ""kind"": ""add_entity"", ""start"": 13, ""suggested_label"": ""PHENOTYPE"", ""text"": ""biofilm""}"	"{""label"": ""PHENOTYPE"", ""support"": 40, ""surface"": ""biofilm""}"
19536	entity_omission	0.932144	Review unannotated 'biofilm' as PHENOTYPE; the exact mention is labeled PHENOTYPE in 40 other occurrences.	"{""end"": 11, ""kind"": ""add_entity"", ""start"": 4, ""suggested_label"": ""PHENOTYPE"", ""text"": ""biofilm""}"	"{""label"": ""PHENOTYPE"", ""support"": 40, ""surface"": ""biofilm""}"
19705	entity_omission	0.930585	Review unannotated 'rice' as ORGANISM; the exact mention is labeled ORGANISM in 38 other occurrences.	"{""end"": 55, ""kind"": ""add_entity"", ""start"": 51, ""suggested_label"": ""ORGANISM"", ""text"": ""rice""}"	"{""label"": ""ORGANISM"", ""support"": 38, ""surface"": ""rice""}"
19707	entity_omission	0.930585	Review unannotated 'rice' as ORGANISM; the exact mention is labeled ORGANISM in 38 other occurrences.	"{""end"": 287, ""kind"": ""add_entity"", ""start"": 283, ""suggested_label"": ""ORGANISM"", ""text"": ""rice""}"	"{""label"": ""ORGANISM"", ""support"": 38, ""surface"": ""rice""}"
19716	entity_omission	0.930585	Review unannotated 'rice' as ORGANISM; the exact mention is labeled ORGANISM in 38 other occurrences.	"{""end"": 31, ""kind"": ""add_entity"", ""start"": 27, ""suggested_label"": ""ORGANISM"", ""text"": ""rice""}"	"{""label"": ""ORGANISM"", ""support"": 38, ""surface"": ""rice""}"
20539	entity_omission	0.924395	Review unannotated 'mice' as ORGANISM; the exact mention is labeled ORGANISM in 31 other occurrences.	"{""end"": 198, ""kind"": ""add_entity"", ""start"": 194, ""suggested_label"": ""ORGANISM"", ""text"": ""mice""}"	"{""label"": ""ORGANISM"", ""support"": 31, ""surface"": ""mice""}"
20943	entity_omission	0.924395	Review unannotated 'mice' as ORGANISM; the exact mention is labeled ORGANISM in 31 other occurrences.	"{""end"": 73, ""kind"": ""add_entity"", ""start"": 69, ""suggested_label"": ""ORGANISM"", ""text"": ""mice""}"	"{""label"": ""ORGANISM"", ""support"": 31, ""surface"": ""mice""}"
21822	entity_omission	0.924395	Review unannotated 'mice' as ORGANISM; the exact mention is labeled ORGANISM in 31 other occurrences.	"{""end"": 193, ""kind"": ""add_entity"", ""start"": 189, ""suggested_label"": ""ORGANISM"", ""text"": ""mice""}"	"{""label"": ""ORGANISM"", ""support"": 31, ""surface"": ""mice""}"
22391	entity_omission	0.924395	Review unannotated 'mice' as ORGANISM; the exact mention is labeled ORGANISM in 31 other occurrences.	"{""end"": 120, ""kind"": ""add_entity"", ""start"": 116, ""suggested_label"": ""ORGANISM"", ""text"": ""mice""}"	"{""label"": ""ORGANISM"", ""support"": 31, ""surface"": ""mice""}"
22391	entity_omission	0.924395	Review unannotated 'mice' as ORGANISM; the exact mention is labeled ORGANISM in 31 other occurrences.	"{""end"": 27, ""kind"": ""add_entity"", ""start"": 23, ""suggested_label"": ""ORGANISM"", ""text"": ""mice""}"	"{""label"": ""ORGANISM"", ""support"": 31, ""surface"": ""mice""}"
19680	entity_omission	0.919048	Review unannotated 'KT1115' as STRAIN; the exact mention is labeled STRAIN in 26 other occurrences.	"{""end"": 44, ""kind"": ""add_entity"", ""start"": 38, ""suggested_label"": ""STRAIN"", ""text"": ""KT1115""}"	"{""label"": ""STRAIN"", ""support"": 26, ""surface"": ""kt1115""}"
19344	entity_omission	0.916615	Review unannotated 'plants' as ORGANISM; the exact mention is labeled ORGANISM in 24 other occurrences.	"{""end"": 79, ""kind"": ""add_entity"", ""start"": 73, ""suggested_label"": ""ORGANISM"", ""text"": ""plants""}"	"{""label"": ""ORGANISM"", ""support"": 24, ""surface"": ""plants""}"
20417	entity_omission	0.916615	Review unannotated 'plants' as ORGANISM; the exact mention is labeled ORGANISM in 24 other occurrences.	"{""end"": 277, ""kind"": ""add_entity"", ""start"": 271, ""suggested_label"": ""ORGANISM"", ""text"": ""plants""}"	"{""label"": ""ORGANISM"", ""support"": 24, ""surface"": ""plants""}"
20417	entity_omission	0.916615	Review unannotated 'plants' as ORGANISM; the exact mention is labeled ORGANISM in 24 other occurrences.	"{""end"": 31, ""kind"": ""add_entity"", ""start"": 25, ""suggested_label"": ""ORGANISM"", ""text"": ""plants""}"	"{""label"": ""ORGANISM"", ""support"": 24, ""surface"": ""plants""}"
20733	entity_omission	0.916615	Review unannotated 'plants' as ORGANISM; the exact mention is labeled ORGANISM in 24 other occurrences.	"{""end"": 90, ""kind"": ""add_entity"", ""start"": 84, ""suggested_label"": ""ORGANISM"", ""text"": ""plants""}"	"{""label"": ""ORGANISM"", ""support"": 24, ""surface"": ""plants""}"
20791	entity_omission	0.916615	Review unannotated 'plants' as ORGANISM; the exact mention is labeled ORGANISM in 24 other occurrences.	"{""end"": 72, ""kind"": ""add_entity"", ""start"": 66, ""suggested_label"": ""ORGANISM"", ""text"": ""plants""}"	"{""label"": ""ORGANISM"", ""support"": 24, ""surface"": ""plants""}"
20897	entity_omission	0.916615	Review unannotated 'plants' as ORGANISM; the exact mention is labeled ORGANISM in 24 other occurrences.	"{""end"": 122, ""kind"": ""add_entity"", ""start"": 116, ""suggested_label"": ""ORGANISM"", ""text"": ""plants""}"	"{""label"": ""ORGANISM"", ""support"": 24, ""surface"": ""plants""}"
20919	entity_omission	0.916615	Review unannotated 'plants' as ORGANISM; the exact mention is labeled ORGANISM in 24 other occurrences.	"{""end"": 17, ""kind"": ""add_entity"", ""start"": 11, ""suggested_label"": ""ORGANISM"", ""text"": ""plants""}"	"{""label"": ""ORGANISM"", ""support"": 24, ""surface"": ""plants""}"
21050	entity_omission	0.916615	Review unannotated 'plants' as ORGANISM; the exact mention is labeled ORGANISM in 24 other occurrences.	"{""end"": 78, ""kind"": ""add_entity"", ""start"": 72, ""suggested_label"": ""ORGANISM"", ""text"": ""plants""}"	"{""label"": ""ORGANISM"", ""support"": 24, ""surface"": ""plants""}"
21133	entity_omission	0.916615	Review unannotated 'plants' as ORGANISM; the exact mention is labeled ORGANISM in 24 other occurrences.	"{""end"": 51, ""kind"": ""add_entity"", ""start"": 45, ""suggested_label"": ""ORGANISM"", ""text"": ""plants""}"	"{""label"": ""ORGANISM"", ""support"": 24, ""surface"": ""plants""}"
21286	entity_omission	0.916615	Review unannotated 'plants' as ORGANISM; the exact mention is labeled ORGANISM in 24 other occurrences.	"{""end"": 153, ""kind"": ""add_entity"", ""start"": 147, ""suggested_label"": ""ORGANISM"", ""text"": ""plants""}"	"{""label"": ""ORGANISM"", ""support"": 24, ""surface"": ""plants""}"
21290	entity_omission	0.916615	Review unannotated 'plants' as ORGANISM; the exact mention is labeled ORGANISM in 24 other occurrences.	"{""end"": 177, ""kind"": ""add_entity"", ""start"": 171, ""suggested_label"": ""ORGANISM"", ""text"": ""plants""}"	"{""label"": ""ORGANISM"", ""support"": 24, ""surface"": ""plants""}"
21295	entity_omission	0.916615	Review unannotated 'plants' as ORGANISM; the exact mention is labeled ORGANISM in 24 other occurrences.	"{""end"": 181, ""kind"": ""add_entity"", ""start"": 175, ""suggested_label"": ""ORGANISM"", ""text"": ""plants""}"	"{""label"": ""ORGANISM"", ""support"": 24, ""surface"": ""plants""}"
21295	entity_omission	0.916615	Review unannotated 'plants' as ORGANISM; the exact mention is labeled ORGANISM in 24 other occurrences.	"{""end"": 99, ""kind"": ""add_entity"", ""start"": 93, ""suggested_label"": ""ORGANISM"", ""text"": ""plants""}"	"{""label"": ""ORGANISM"", ""support"": 24, ""surface"": ""plants""}"
21312	entity_omission	0.916615	Review unannotated 'plants' as ORGANISM; the exact mention is labeled ORGANISM in 24 other occurrences.	"{""end"": 244, ""kind"": ""add_entity"", ""start"": 238, ""suggested_label"": ""ORGANISM"", ""text"": ""plants""}"	"{""label"": ""ORGANISM"", ""support"": 24, ""surface"": ""plants""}"
21318	entity_omission	0.916615	Review unannotated 'plants' as ORGANISM; the exact mention is labeled ORGANISM in 24 other occurrences.	"{""end"": 88, ""kind"": ""add_entity"", ""start"": 82, ""suggested_label"": ""ORGANISM"", ""text"": ""plants""}"	"{""label"": ""ORGANISM"", ""support"": 24, ""surface"": ""plants""}"
21320	entity_omission	0.916615	Review unannotated 'Plants' as ORGANISM; the exact mention is labeled ORGANISM in 24 other occurrences.	"{""end"": 6, ""kind"": ""add_entity"", ""start"": 0, ""suggested_label"": ""ORGANISM"", ""text"": ""Plants""}"	"{""label"": ""ORGANISM"", ""support"": 24, ""surface"": ""plants""}"
21322	entity_omission	0.916615	Review unannotated 'plants' as ORGANISM; the exact mention is labeled ORGANISM in 24 other occurrences.	"{""end"": 270, ""kind"": ""add_entity"", ""start"": 264, ""suggested_label"": ""ORGANISM"", ""text"": ""plants""}"	"{""label"": ""ORGANISM"", ""support"": 24, ""surface"": ""plants""}"
21338	entity_omission	0.916615	Review unannotated 'plants' as ORGANISM; the exact mention is labeled ORGANISM in 24 other occurrences.	"{""end"": 160, ""kind"": ""add_entity"", ""start"": 154, ""suggested_label"": ""ORGANISM"", ""text"": ""plants""}"	"{""label"": ""ORGANISM"", ""support"": 24, ""surface"": ""plants""}"
21338	entity_omission	0.916615	Review unannotated 'plants' as ORGANISM; the exact mention is labeled ORGANISM in 24 other occurrences.	"{""end"": 195, ""kind"": ""add_entity"", ""start"": 189, ""suggested_label"": ""ORGANISM"", ""text"": ""plants""}"	"{""label"": ""ORGANISM"", ""support"": 24, ""surface"": ""plants""}"
21571	entity_omission	0.916615	Review unannotated 'plants' as ORGANISM; the exact mention is labeled ORGANISM in 24 other occurrences.	"{""end"": 163, ""kind"": ""add_entity"", ""start"": 157, ""suggested_label"": ""ORGANISM"", ""text"": ""plants""}"	"{""label"": ""ORGANISM"", ""support"": 24, ""surface"": ""plants""}"
19454	entity_omission	0.915321	Review unannotated 'NaCl' as COMPOUND; the exact mention is labeled COMPOUND in 23 other occurrences.	"{""end"": 129, ""kind"": ""add_entity"", ""start"": 125, ""suggested_label"": ""COMPOUND"", ""text"": ""NaCl""}"	"{""label"": ""COMPOUND"", ""support"": 23, ""surface"": ""nacl""}"
21913	entity_omission	0.915321	Review unannotated 'NaCl' as COMPOUND; the exact mention is labeled COMPOUND in 23 other occurrences.	"{""end"": 228, ""kind"": ""add_entity"", ""start"": 224, ""suggested_label"": ""COMPOUND"", ""text"": ""NaCl""}"	"{""label"": ""COMPOUND"", ""support"": 23, ""surface"": ""nacl""}"
22552	entity_omission	0.915321	Review unannotated 'NaCl' as COMPOUND; the exact mention is labeled COMPOUND in 23 other occurrences.	"{""end"": 199, ""kind"": ""add_entity"", ""start"": 195, ""suggested_label"": ""COMPOUND"", ""text"": ""NaCl""}"	"{""label"": ""COMPOUND"", ""support"": 23, ""surface"": ""nacl""}"
23055	entity_omission	0.915321	Review unannotated 'NaCl' as COMPOUND; the exact mention is labeled COMPOUND in 23 other occurrences.	"{""end"": 182, ""kind"": ""add_entity"", ""start"": 178, ""suggested_label"": ""COMPOUND"", ""text"": ""NaCl""}"	"{""label"": ""COMPOUND"", ""support"": 23, ""surface"": ""nacl""}"
20058	entity_omission	0.91397	Review unannotated 'streptomycin' as COMPOUND; the exact mention is labeled COMPOUND in 22 other occurrences.	"{""end"": 98, ""kind"": ""add_entity"", ""start"": 86, ""suggested_label"": ""COMPOUND"", ""text"": ""streptomycin""}"	"{""label"": ""COMPOUND"", ""support"": 22, ""surface"": ""streptomycin""}"
20794	entity_omission	0.912555	Review unannotated 'mouse' as ORGANISM; the exact mention is labeled ORGANISM in 21 other occurrences.	"{""end"": 151, ""kind"": ""add_entity"", ""start"": 146, ""suggested_label"": ""ORGANISM"", ""text"": ""mouse""}"	"{""label"": ""ORGANISM"", ""support"": 21, ""surface"": ""mouse""}"
21637	entity_omission	0.912555	Review unannotated 'mouse' as ORGANISM; the exact mention is labeled ORGANISM in 21 other occurrences.	"{""end"": 72, ""kind"": ""add_entity"", ""start"": 67, ""suggested_label"": ""ORGANISM"", ""text"": ""mouse""}"	"{""label"": ""ORGANISM"", ""support"": 21, ""surface"": ""mouse""}"
21944	entity_omission	0.912555	Review unannotated 'mouse' as ORGANISM; the exact mention is labeled ORGANISM in 21 other occurrences.	"{""end"": 107, ""kind"": ""add_entity"", ""start"": 102, ""suggested_label"": ""ORGANISM"", ""text"": ""mouse""}"	"{""label"": ""ORGANISM"", ""support"": 21, ""surface"": ""mouse""}"
22390	entity_omission	0.912555	Review unannotated 'mouse' as ORGANISM; the exact mention is labeled ORGANISM in 21 other occurrences.	"{""end"": 125, ""kind"": ""add_entity"", ""start"": 120, ""suggested_label"": ""ORGANISM"", ""text"": ""mouse""}"	"{""label"": ""ORGANISM"", ""support"": 21, ""surface"": ""mouse""}"
22390	entity_omission	0.912555	Review unannotated 'mouse' as ORGANISM; the exact mention is labeled ORGANISM in 21 other occurrences.	"{""end"": 183, ""kind"": ""add_entity"", ""start"": 178, ""suggested_label"": ""ORGANISM"", ""text"": ""mouse""}"	"{""label"": ""ORGANISM"", ""support"": 21, ""surface"": ""mouse""}"
22457	entity_omission	0.912555	Review unannotated 'COVID-19' as DISEASE; the exact mention is labeled DISEASE in 21 other occurrences.	"{""end"": 131, ""kind"": ""add_entity"", ""start"": 123, ""suggested_label"": ""DISEASE"", ""text"": ""COVID-19""}"	"{""label"": ""DISEASE"", ""support"": 21, ""surface"": ""covid-19""}"
22471	entity_omission	0.912555	Review unannotated 'mouse' as ORGANISM; the exact mention is labeled ORGANISM in 21 other occurrences.	"{""end"": 55, ""kind"": ""add_entity"", ""start"": 50, ""suggested_label"": ""ORGANISM"", ""text"": ""mouse""}"	"{""label"": ""ORGANISM"", ""support"": 21, ""surface"": ""mouse""}"
22961	entity_omission	0.912555	Review unannotated 'COVID-19' as DISEASE; the exact mention is labeled DISEASE in 21 other occurrences.	"{""end"": 36, ""kind"": ""add_entity"", ""start"": 28, ""suggested_label"": ""DISEASE"", ""text"": ""COVID-19""}"	"{""label"": ""DISEASE"", ""support"": 21, ""surface"": ""covid-19""}"
22993	entity_omission	0.912555	Review unannotated 'COVID-19' as DISEASE; the exact mention is labeled DISEASE in 21 other occurrences.	"{""end"": 13, ""kind"": ""add_entity"", ""start"": 5, ""suggested_label"": ""DISEASE"", ""text"": ""COVID-19""}"	"{""label"": ""DISEASE"", ""support"": 21, ""surface"": ""covid-19""}"
23053	entity_omission	0.912555	Review unannotated 'mouse' as ORGANISM; the exact mention is labeled ORGANISM in 21 other occurrences.	"{""end"": 258, ""kind"": ""add_entity"", ""start"": 253, ""suggested_label"": ""ORGANISM"", ""text"": ""mouse""}"	"{""label"": ""ORGANISM"", ""support"": 21, ""surface"": ""mouse""}"
19624	entity_omission	0.907869	Review unannotated 'HT115' as STRAIN; the exact mention is labeled STRAIN in 18 other occurrences.	"{""end"": 119, ""kind"": ""add_entity"", ""start"": 114, ""suggested_label"": ""STRAIN"", ""text"": ""HT115""}"	"{""label"": ""STRAIN"", ""support"": 18, ""surface"": ""ht115""}"
19278	entity_omission	0.906131	Review unannotated 'FO-36b' as STRAIN; the exact mention is labeled STRAIN in 17 other occurrences.	"{""end"": 38, ""kind"": ""add_entity"", ""start"": 32, ""suggested_label"": ""STRAIN"", ""text"": ""FO-36b""}"	"{""label"": ""STRAIN"", ""support"": 17, ""surface"": ""fo-36b""}"
19279	entity_omission	0.906131	Review unannotated 'FO-36b' as STRAIN; the exact mention is labeled STRAIN in 17 other occurrences.	"{""end"": 141, ""kind"": ""add_entity"", ""start"": 135, ""suggested_label"": ""STRAIN"", ""text"": ""FO-36b""}"	"{""label"": ""STRAIN"", ""support"": 17, ""surface"": ""fo-36b""}"
19378	entity_omission	0.892897	Review unannotated 'FORC_075' as STRAIN; the exact mention is labeled STRAIN in 11 other occurrences.	"{""end"": 121, ""kind"": ""add_entity"", ""start"": 113, ""suggested_label"": ""STRAIN"", ""text"": ""FORC_075""}"	"{""label"": ""STRAIN"", ""support"": 11, ""surface"": ""forc_075""}"
19378	entity_omission	0.892897	Review unannotated 'FORC_075' as STRAIN; the exact mention is labeled STRAIN in 11 other occurrences.	"{""end"": 79, ""kind"": ""add_entity"", ""start"": 71, ""suggested_label"": ""STRAIN"", ""text"": ""FORC_075""}"	"{""label"": ""STRAIN"", ""support"": 11, ""surface"": ""forc_075""}"
19356	entity_omission	0.89	Review unannotated 'EPR9N' as STRAIN; the exact mention is labeled STRAIN in 10 other occurrences.	"{""end"": 78, ""kind"": ""add_entity"", ""start"": 73, ""suggested_label"": ""STRAIN"", ""text"": ""EPR9N""}"	"{""label"": ""STRAIN"", ""support"": 10, ""surface"": ""epr9n""}"
