task_id	category	score	summary	action	evidence
20308	ontology_entity_omission	0.99	Review unannotated 'glycerol' as COMPOUND; it uniquely matches CHEBI:17754 (glycerol).	"{""end"": 89, ""kind"": ""add_entity"", ""start"": 81, ""suggested_label"": ""COMPOUND"", ""text"": ""glycerol""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 10, ""concept_id"": ""CHEBI:17754"", ""concept_label"": ""glycerol"", ""match_mode"": ""normalized"", ""matched_alias"": ""glycerol"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
21262	ontology_entity_omission	0.99	Review unannotated 'soil' as ISOLATE; it uniquely matches ENVO:00001998 (soil).	"{""end"": 254, ""kind"": ""add_entity"", ""start"": 250, ""suggested_label"": ""ISOLATE"", ""text"": ""soil""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 11, ""concept_id"": ""ENVO:00001998"", ""concept_label"": ""soil"", ""match_mode"": ""normalized"", ""matched_alias"": ""soil"", ""ontology"": ""ENVO"", ""tier"": ""annotation_and_ontology""}"
21902	ontology_entity_omission	0.99	Review unannotated 'acetate' as COMPOUND; it uniquely matches CHEBI:30089 (acetate).	"{""end"": 167, ""kind"": ""add_entity"", ""start"": 160, ""suggested_label"": ""COMPOUND"", ""text"": ""acetate""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 19, ""concept_id"": ""CHEBI:30089"", ""concept_label"": ""acetate"", ""match_mode"": ""normalized"", ""matched_alias"": ""acetate"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
21902	ontology_entity_omission	0.955	Review unannotated 'acetyl-CoA' as COMPOUND; it uniquely matches CHEBI:15351 (acetyl-CoA).	"{""end"": 217, ""kind"": ""add_entity"", ""start"": 207, ""suggested_label"": ""COMPOUND"", ""text"": ""acetyl-CoA""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 3, ""concept_id"": ""CHEBI:15351"", ""concept_label"": ""acetyl-CoA"", ""match_mode"": ""normalized"", ""matched_alias"": ""acetyl-CoA"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
21913	ontology_entity_omission	0.99	Review unannotated 'LB' as MEDIUM; it uniquely matches MEDIADIVE:381 (LB (Luria-Bertani) MEDIUM).	"{""end"": 202, ""kind"": ""add_entity"", ""start"": 200, ""suggested_label"": ""MEDIUM"", ""text"": ""LB""}"	"{""alias_scope"": ""EXACT"", ""annotated_support"": 67, ""concept_id"": ""MEDIADIVE:381"", ""concept_label"": ""LB (Luria-Bertani) MEDIUM"", ""match_mode"": ""normalized"", ""matched_alias"": ""LB"", ""ontology"": ""MEDIADIVE"", ""tier"": ""annotation_and_ontology""}"
22194	ontology_entity_omission	0.99	Review unannotated 'soil' as ISOLATE; it uniquely matches ENVO:00001998 (soil).	"{""end"": 143, ""kind"": ""add_entity"", ""start"": 139, ""suggested_label"": ""ISOLATE"", ""text"": ""soil""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 11, ""concept_id"": ""ENVO:00001998"", ""concept_label"": ""soil"", ""match_mode"": ""normalized"", ""matched_alias"": ""soil"", ""ontology"": ""ENVO"", ""tier"": ""annotation_and_ontology""}"
22195	ontology_entity_omission	0.99	Review unannotated 'soil' as ISOLATE; it uniquely matches ENVO:00001998 (soil).	"{""end"": 144, ""kind"": ""add_entity"", ""start"": 140, ""suggested_label"": ""ISOLATE"", ""text"": ""soil""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 11, ""concept_id"": ""ENVO:00001998"", ""concept_label"": ""soil"", ""match_mode"": ""normalized"", ""matched_alias"": ""soil"", ""ontology"": ""ENVO"", ""tier"": ""annotation_and_ontology""}"
22523	ontology_entity_omission	0.99	Review unannotated 'soil' as ISOLATE; it uniquely matches ENVO:00001998 (soil).	"{""end"": 19, ""kind"": ""add_entity"", ""start"": 15, ""suggested_label"": ""ISOLATE"", ""text"": ""soil""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 11, ""concept_id"": ""ENVO:00001998"", ""concept_label"": ""soil"", ""match_mode"": ""normalized"", ""matched_alias"": ""soil"", ""ontology"": ""ENVO"", ""tier"": ""annotation_and_ontology""}"
22877	ontology_entity_omission	0.99	Review unannotated 'sucrose' as COMPOUND; it uniquely matches CHEBI:17992 (sucrose).	"{""end"": 119, ""kind"": ""add_entity"", ""start"": 112, ""suggested_label"": ""COMPOUND"", ""text"": ""sucrose""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 13, ""concept_id"": ""CHEBI:17992"", ""concept_label"": ""sucrose"", ""match_mode"": ""normalized"", ""matched_alias"": ""sucrose"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
23073	ontology_entity_omission	0.99	Review unannotated 'siderophore' as COMPOUND; it uniquely matches CHEBI:26672 (siderophore).	"{""end"": 94, ""kind"": ""add_entity"", ""start"": 83, ""suggested_label"": ""COMPOUND"", ""text"": ""siderophore""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 10, ""concept_id"": ""CHEBI:26672"", ""concept_label"": ""siderophore"", ""match_mode"": ""normalized"", ""matched_alias"": ""siderophore"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
20998	ontology_entity_omission	0.985	Review unannotated 'soil' as ISOLATE; it uniquely matches ENVO:00001998 (soil).	"{""end"": 78, ""kind"": ""add_entity"", ""start"": 74, ""suggested_label"": ""ISOLATE"", ""text"": ""soil""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 11, ""concept_id"": ""ENVO:00001998"", ""concept_label"": ""soil"", ""match_mode"": ""normalized"", ""matched_alias"": ""soil"", ""ontology"": ""ENVO"", ""tier"": ""annotation_and_ontology""}"
21020	ontology_entity_omission	0.985	Review unannotated 'soil' as ISOLATE; it uniquely matches ENVO:00001998 (soil).	"{""end"": 47, ""kind"": ""add_entity"", ""start"": 43, ""suggested_label"": ""ISOLATE"", ""text"": ""soil""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 11, ""concept_id"": ""ENVO:00001998"", ""concept_label"": ""soil"", ""match_mode"": ""normalized"", ""matched_alias"": ""soil"", ""ontology"": ""ENVO"", ""tier"": ""annotation_and_ontology""}"
21133	ontology_entity_omission	0.985	Review unannotated 'soil' as ISOLATE; it uniquely matches ENVO:00001998 (soil).	"{""end"": 120, ""kind"": ""add_entity"", ""start"": 116, ""suggested_label"": ""ISOLATE"", ""text"": ""soil""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 11, ""concept_id"": ""ENVO:00001998"", ""concept_label"": ""soil"", ""match_mode"": ""normalized"", ""matched_alias"": ""soil"", ""ontology"": ""ENVO"", ""tier"": ""annotation_and_ontology""}"
21924	ontology_entity_omission	0.985	Review unannotated 'soil' as ISOLATE; it uniquely matches ENVO:00001998 (soil).	"{""end"": 229, ""kind"": ""add_entity"", ""start"": 225, ""suggested_label"": ""ISOLATE"", ""text"": ""soil""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 11, ""concept_id"": ""ENVO:00001998"", ""concept_label"": ""soil"", ""match_mode"": ""normalized"", ""matched_alias"": ""soil"", ""ontology"": ""ENVO"", ""tier"": ""annotation_and_ontology""}"
19210	ontology_entity_omission	0.98	Review unannotated 'fatty acids' as COMPOUND; it uniquely matches CHEBI:35366 (fatty acid).	"{""end"": 37, ""kind"": ""add_entity"", ""start"": 26, ""suggested_label"": ""COMPOUND"", ""text"": ""fatty acids""}"	"{""alias_scope"": ""EXACT"", ""annotated_support"": 8, ""concept_id"": ""CHEBI:35366"", ""concept_label"": ""fatty acid"", ""match_mode"": ""normalized"", ""matched_alias"": ""fatty acids"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
19437	ontology_entity_omission	0.98	Review unannotated 'fatty acids' as COMPOUND; it uniquely matches CHEBI:35366 (fatty acid).	"{""end"": 21, ""kind"": ""add_entity"", ""start"": 10, ""suggested_label"": ""COMPOUND"", ""text"": ""fatty acids""}"	"{""alias_scope"": ""EXACT"", ""annotated_support"": 8, ""concept_id"": ""CHEBI:35366"", ""concept_label"": ""fatty acid"", ""match_mode"": ""normalized"", ""matched_alias"": ""fatty acids"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
19566	ontology_entity_omission	0.98	Review unannotated 'fatty acids' as COMPOUND; it uniquely matches CHEBI:35366 (fatty acid).	"{""end"": 30, ""kind"": ""add_entity"", ""start"": 19, ""suggested_label"": ""COMPOUND"", ""text"": ""fatty acids""}"	"{""alias_scope"": ""EXACT"", ""annotated_support"": 8, ""concept_id"": ""CHEBI:35366"", ""concept_label"": ""fatty acid"", ""match_mode"": ""normalized"", ""matched_alias"": ""fatty acids"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
19576	ontology_entity_omission	0.98	Review unannotated 'fatty acids' as COMPOUND; it uniquely matches CHEBI:35366 (fatty acid).	"{""end"": 15, ""kind"": ""add_entity"", ""start"": 4, ""suggested_label"": ""COMPOUND"", ""text"": ""fatty acids""}"	"{""alias_scope"": ""EXACT"", ""annotated_support"": 8, ""concept_id"": ""CHEBI:35366"", ""concept_label"": ""fatty acid"", ""match_mode"": ""normalized"", ""matched_alias"": ""fatty acids"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
19733	ontology_entity_omission	0.98	Review unannotated 'fatty acids' as COMPOUND; it uniquely matches CHEBI:35366 (fatty acid).	"{""end"": 318, ""kind"": ""add_entity"", ""start"": 307, ""suggested_label"": ""COMPOUND"", ""text"": ""fatty acids""}"	"{""alias_scope"": ""EXACT"", ""annotated_support"": 8, ""concept_id"": ""CHEBI:35366"", ""concept_label"": ""fatty acid"", ""match_mode"": ""normalized"", ""matched_alias"": ""fatty acids"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
19733	ontology_entity_omission	0.97	Review unannotated 'Fatty acid' as COMPOUND; it uniquely matches CHEBI:35366 (fatty acid).	"{""end"": 10, ""kind"": ""add_entity"", ""start"": 0, ""suggested_label"": ""COMPOUND"", ""text"": ""Fatty acid""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 6, ""concept_id"": ""CHEBI:35366"", ""concept_label"": ""fatty acid"", ""match_mode"": ""normalized"", ""matched_alias"": ""fatty acid"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
19733	ontology_entity_omission	0.97	Review unannotated 'fatty acid' as COMPOUND; it uniquely matches CHEBI:35366 (fatty acid).	"{""end"": 94, ""kind"": ""add_entity"", ""start"": 84, ""suggested_label"": ""COMPOUND"", ""text"": ""fatty acid""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 6, ""concept_id"": ""CHEBI:35366"", ""concept_label"": ""fatty acid"", ""match_mode"": ""normalized"", ""matched_alias"": ""fatty acid"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
19768	ontology_entity_omission	0.98	Review unannotated 'peptidoglycan' as COMPOUND; it uniquely matches CHEBI:8005 (peptidoglycan).	"{""end"": 27, ""kind"": ""add_entity"", ""start"": 14, ""suggested_label"": ""COMPOUND"", ""text"": ""peptidoglycan""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 8, ""concept_id"": ""CHEBI:8005"", ""concept_label"": ""peptidoglycan"", ""match_mode"": ""normalized"", ""matched_alias"": ""peptidoglycan"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
19901	ontology_entity_omission	0.98	Review unannotated 'fatty acids' as COMPOUND; it uniquely matches CHEBI:35366 (fatty acid).	"{""end"": 66, ""kind"": ""add_entity"", ""start"": 55, ""suggested_label"": ""COMPOUND"", ""text"": ""fatty acids""}"	"{""alias_scope"": ""EXACT"", ""annotated_support"": 8, ""concept_id"": ""CHEBI:35366"", ""concept_label"": ""fatty acid"", ""match_mode"": ""normalized"", ""matched_alias"": ""fatty acids"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
20022	ontology_entity_omission	0.98	Review unannotated 'fatty acids' as COMPOUND; it uniquely matches CHEBI:35366 (fatty acid).	"{""end"": 134, ""kind"": ""add_entity"", ""start"": 123, ""suggested_label"": ""COMPOUND"", ""text"": ""fatty acids""}"	"{""alias_scope"": ""EXACT"", ""annotated_support"": 8, ""concept_id"": ""CHEBI:35366"", ""concept_label"": ""fatty acid"", ""match_mode"": ""normalized"", ""matched_alias"": ""fatty acids"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
20022	ontology_entity_omission	0.97	Review unannotated 'fatty acid' as COMPOUND; it uniquely matches CHEBI:35366 (fatty acid).	"{""end"": 22, ""kind"": ""add_entity"", ""start"": 12, ""suggested_label"": ""COMPOUND"", ""text"": ""fatty acid""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 6, ""concept_id"": ""CHEBI:35366"", ""concept_label"": ""fatty acid"", ""match_mode"": ""normalized"", ""matched_alias"": ""fatty acid"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
20030	ontology_entity_omission	0.98	Review unannotated 'fatty acids' as COMPOUND; it uniquely matches CHEBI:35366 (fatty acid).	"{""end"": 27, ""kind"": ""add_entity"", ""start"": 16, ""suggested_label"": ""COMPOUND"", ""text"": ""fatty acids""}"	"{""alias_scope"": ""EXACT"", ""annotated_support"": 8, ""concept_id"": ""CHEBI:35366"", ""concept_label"": ""fatty acid"", ""match_mode"": ""normalized"", ""matched_alias"": ""fatty acids"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
20189	ontology_entity_omission	0.98	Review unannotated 'fatty acids' as COMPOUND; it uniquely matches CHEBI:35366 (fatty acid).	"{""end"": 39, ""kind"": ""add_entity"", ""start"": 28, ""suggested_label"": ""COMPOUND"", ""text"": ""fatty acids""}"	"{""alias_scope"": ""EXACT"", ""annotated_support"": 8, ""concept_id"": ""CHEBI:35366"", ""concept_label"": ""fatty acid"", ""match_mode"": ""normalized"", ""matched_alias"": ""fatty acids"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
20190	ontology_entity_omission	0.98	Review unannotated 'peptidoglycan' as COMPOUND; it uniquely matches CHEBI:8005 (peptidoglycan).	"{""end"": 27, ""kind"": ""add_entity"", ""start"": 14, ""suggested_label"": ""COMPOUND"", ""text"": ""peptidoglycan""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 8, ""concept_id"": ""CHEBI:8005"", ""concept_label"": ""peptidoglycan"", ""match_mode"": ""normalized"", ""matched_alias"": ""peptidoglycan"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
20190	ontology_entity_omission	0.98	Review unannotated 'peptidoglycan' as COMPOUND; it uniquely matches CHEBI:8005 (peptidoglycan).	"{""end"": 293, ""kind"": ""add_entity"", ""start"": 280, ""suggested_label"": ""COMPOUND"", ""text"": ""peptidoglycan""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 8, ""concept_id"": ""CHEBI:8005"", ""concept_label"": ""peptidoglycan"", ""match_mode"": ""normalized"", ""matched_alias"": ""peptidoglycan"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
21224	ontology_entity_omission	0.98	Review unannotated 'fatty acids' as COMPOUND; it uniquely matches CHEBI:35366 (fatty acid).	"{""end"": 204, ""kind"": ""add_entity"", ""start"": 193, ""suggested_label"": ""COMPOUND"", ""text"": ""fatty acids""}"	"{""alias_scope"": ""EXACT"", ""annotated_support"": 8, ""concept_id"": ""CHEBI:35366"", ""concept_label"": ""fatty acid"", ""match_mode"": ""normalized"", ""matched_alias"": ""fatty acids"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
22708	ontology_entity_omission	0.98	Review unannotated 'peptidoglycan' as COMPOUND; it uniquely matches CHEBI:8005 (peptidoglycan).	"{""end"": 182, ""kind"": ""add_entity"", ""start"": 169, ""suggested_label"": ""COMPOUND"", ""text"": ""peptidoglycan""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 8, ""concept_id"": ""CHEBI:8005"", ""concept_label"": ""peptidoglycan"", ""match_mode"": ""normalized"", ""matched_alias"": ""peptidoglycan"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
19161	ontology_entity_omission	0.97	Review unannotated 'fatty acid' as COMPOUND; it uniquely matches CHEBI:35366 (fatty acid).	"{""end"": 20, ""kind"": ""add_entity"", ""start"": 10, ""suggested_label"": ""COMPOUND"", ""text"": ""fatty acid""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 6, ""concept_id"": ""CHEBI:35366"", ""concept_label"": ""fatty acid"", ""match_mode"": ""normalized"", ""matched_alias"": ""fatty acid"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
19168	ontology_entity_omission	0.97	Review unannotated 'methane' as COMPOUND; it uniquely matches CHEBI:16183 (methane).	"{""end"": 64, ""kind"": ""add_entity"", ""start"": 57, ""suggested_label"": ""COMPOUND"", ""text"": ""methane""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 6, ""concept_id"": ""CHEBI:16183"", ""concept_label"": ""methane"", ""match_mode"": ""normalized"", ""matched_alias"": ""methane"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
19209	ontology_entity_omission	0.97	Review unannotated 'fatty acid' as COMPOUND; it uniquely matches CHEBI:35366 (fatty acid).	"{""end"": 14, ""kind"": ""add_entity"", ""start"": 4, ""suggested_label"": ""COMPOUND"", ""text"": ""fatty acid""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 6, ""concept_id"": ""CHEBI:35366"", ""concept_label"": ""fatty acid"", ""match_mode"": ""normalized"", ""matched_alias"": ""fatty acid"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
19293	ontology_entity_omission	0.97	Review unannotated 'polysaccharide' as COMPOUND; it uniquely matches CHEBI:18154 (polysaccharide).	"{""end"": 221, ""kind"": ""add_entity"", ""start"": 207, ""suggested_label"": ""COMPOUND"", ""text"": ""polysaccharide""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 6, ""concept_id"": ""CHEBI:18154"", ""concept_label"": ""polysaccharide"", ""match_mode"": ""normalized"", ""matched_alias"": ""polysaccharide"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
19418	ontology_entity_omission	0.97	Review unannotated 'fatty acid' as COMPOUND; it uniquely matches CHEBI:35366 (fatty acid).	"{""end"": 20, ""kind"": ""add_entity"", ""start"": 10, ""suggested_label"": ""COMPOUND"", ""text"": ""fatty acid""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 6, ""concept_id"": ""CHEBI:35366"", ""concept_label"": ""fatty acid"", ""match_mode"": ""normalized"", ""matched_alias"": ""fatty acid"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
19588	ontology_entity_omission	0.97	Review unannotated 'blood' as ISOLATE; it uniquely matches UBERON:0000178 (blood).	"{""end"": 245, ""kind"": ""add_entity"", ""start"": 240, ""suggested_label"": ""ISOLATE"", ""text"": ""blood""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 6, ""concept_id"": ""UBERON:0000178"", ""concept_label"": ""blood"", ""match_mode"": ""normalized"", ""matched_alias"": ""blood"", ""ontology"": ""UBERON"", ""tier"": ""annotation_and_ontology""}"
19767	ontology_entity_omission	0.97	Review unannotated 'fatty acid' as COMPOUND; it uniquely matches CHEBI:35366 (fatty acid).	"{""end"": 46, ""kind"": ""add_entity"", ""start"": 36, ""suggested_label"": ""COMPOUND"", ""text"": ""fatty acid""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 6, ""concept_id"": ""CHEBI:35366"", ""concept_label"": ""fatty acid"", ""match_mode"": ""normalized"", ""matched_alias"": ""fatty acid"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
19789	ontology_entity_omission	0.97	Review unannotated 'fatty acid' as COMPOUND; it uniquely matches CHEBI:35366 (fatty acid).	"{""end"": 25, ""kind"": ""add_entity"", ""start"": 15, ""suggested_label"": ""COMPOUND"", ""text"": ""fatty acid""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 6, ""concept_id"": ""CHEBI:35366"", ""concept_label"": ""fatty acid"", ""match_mode"": ""normalized"", ""matched_alias"": ""fatty acid"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
19789	ontology_entity_omission	0.96	Review unannotated 'lipid' as COMPOUND; it uniquely matches CHEBI:18059 (lipid).	"{""end"": 41, ""kind"": ""add_entity"", ""start"": 36, ""suggested_label"": ""COMPOUND"", ""text"": ""lipid""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 4, ""concept_id"": ""CHEBI:18059"", ""concept_label"": ""lipid"", ""match_mode"": ""normalized"", ""matched_alias"": ""lipid"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
19841	ontology_entity_omission	0.97	Review unannotated 'blood' as ISOLATE; it uniquely matches UBERON:0000178 (blood).	"{""end"": 48, ""kind"": ""add_entity"", ""start"": 43, ""suggested_label"": ""ISOLATE"", ""text"": ""blood""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 6, ""concept_id"": ""UBERON:0000178"", ""concept_label"": ""blood"", ""match_mode"": ""normalized"", ""matched_alias"": ""blood"", ""ontology"": ""UBERON"", ""tier"": ""annotation_and_ontology""}"
19893	ontology_entity_omission	0.97	Review unannotated 'fatty acid' as COMPOUND; it uniquely matches CHEBI:35366 (fatty acid).	"{""end"": 102, ""kind"": ""add_entity"", ""start"": 92, ""suggested_label"": ""COMPOUND"", ""text"": ""fatty acid""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 6, ""concept_id"": ""CHEBI:35366"", ""concept_label"": ""fatty acid"", ""match_mode"": ""normalized"", ""matched_alias"": ""fatty acid"", ""ontology"": ""CHEBI"", ""tier"": ""annotation_and_ontology""}"
20195	ontology_entity_omission	0.97	Review unannotated 'blood' as ISOLATE; it uniquely matches UBERON:0000178 (blood).	"{""end"": 12, ""kind"": ""add_entity"", ""start"": 7, ""suggested_label"": ""ISOLATE"", ""text"": ""blood""}"	"{""alias_scope"": ""LABEL"", ""annotated_support"": 6, ""concept_id"": ""UBERON:0000178"", ""concept_label"": ""blood"", ""match_mode"": ""normalized"", ""matched_alias"": ""blood"", ""ontology"": ""UBERON"", ""tier"": ""annotation_and_ontology""}"
