_minimum_score	_relation	_source	_target	article_version	candidate_id	end	end_strain	entities	ner	ner_score	ontology	ontology_id	ontology_label	ontology_status	paragraph	pmcid	rel	relations	review_direction	review_rank	score_rel	score_strain	sentence_range	skipped_relations	start	start_strain	straininfo_si_id	straininfo_taxon	text	word	word_qc_group	word_strain	word_strain_qc
0.9648046493530273	INHABITS	SI-ID296447	NCBITaxon:6063	PMC7884881.1	network_disagreement_70ef92519c0a3f	162	98	2	ORGANISM	0.9648046493530273	NCBITAXON	NCBITaxon:6063	Halichondria panicea	matched	3	PMC7884881	STRAIN-ORGANISM:INHABITS	1	new_only	11	0.9998770952224731	0.9838264286518097	3	0	142	63	296447	Thalassococcus halodurans	Some species are associated with other marine organisms, e.g., Thalassococcus halodurans DSM 26915 T has been isolated from the marine sponge Halichondria panicea [ 5 ], and Phaeobacter gallaeciensis DSM 26640 T is an isolate from the scallop Pecten maximus [ 6 ].	halichondria panicea	halichondria panicea	thalassococcus halodurans dsm 26915	thalassococcus halodurans dsm 26915
0.7833120226860046	INHABITS	SI-ID281667	sponges sarcotragus spinosulus	PMC4991720.1	network_disagreement_4faac437739859	310	254	2	ORGANISM	0.7833120226860046				unmatched	4	PMC4991720	STRAIN-ORGANISM:INHABITS	1	new_only	12	0.999873161315918	0.9862585365772247	1-4	0	281	234	281667	Aquimarina spinulae	The genome is composed of 6,270,711 bp, with a calculated G+C content of 32.9%. It possesses 5,530 coding sequences in addition to 40 tRNA and five rRNAs. Aquimarina sp. EL33 presents the highest 16S rRNA gene similarity (99.7%) with Aquimarina sp. Aq349, isolated from the marine sponge Sarcotragus spinosulus ( 6 ). Aquimarina megaterium XH134, isolated from surface seawater ( 10 ), is the closest described type strain (99.2% 16S rRNA gene similarity).	sponge sarcotragus spinosulus	sponges sarcotragus spinosulus	aquimarina sp. aq349	aquimarina sp. aq349
0.8543238341808319	INHABITS	SI-ID13015	legume prosopis chilensis	PMC4148966.1	network_disagreement_9678a00ee345c6	104	51	2	ORGANISM	0.8543238341808319				unmatched	1	PMC4148966	STRAIN-ORGANISM:INHABITS	1	new_only	13	0.9998711347579956	0.9739441871643066	1	0	79	19	13015	Ensifer arboris	Genome sequence of Ensifer arboris strain LMG 14919 T ; a microsymbiont of the legume Prosopis chilensis growing in Kosti, Sudan	legume prosopis chilensis	legume prosopis chilensis	ensifer arboris strain lmg 14919	ensifer arboris lmg 14919
0.8947518865267435	INHABITS	SI-ID43857	horse flies ( haematopota sp.	PMC5034139.1	network_disagreement_9c4aa46f5dc55c	115	55	2	ORGANISM	0.8947518865267435				unmatched	1	PMC5034139	STRAIN-ORGANISM:INHABITS	1	new_only	14	0.9998701810836792	0.9509206712245941	1	0	86	28	43857	Spiroplasma turonicum	Complete Genome Sequence of Spiroplasma turonicum Tab4c T , a Bacterium Isolated from Horse Flies ( Haematopota sp.)	horse flies ( haematopota sp.	horse flies ( haematopota sp.	spiroplasma turonicum tab4c	spiroplasma turonicum tab4c
0.9598098695278168	INHABITS	SI-ID407598	NCBITaxon:49198	PMC11919647.1	network_disagreement_85439db61ff3c9	450	375	2	ORGANISM	0.9644924104213715	NCBITAXON	NCBITaxon:49198	Atrina pectinata	matched	27	PMC11919647	STRAIN-ORGANISM:INHABITS	1	new_only	15	0.9998681545257568	0.9598098695278168	4-5	0	434	348	407598	Endozoicomonas atrinae	Using a local blast service with an all-versus-all strategy, we observed a high diversity and divergence of the Endozoicomonas strains (ASVs) across different developmental stages ( Supplementary Table S7 ). Notably, 60 out of the 258 ASVs were identified as a known Endozoicomonas species, showing the highest 16S rRNA gene similarity (99.86%) to Endozoicomonas atrinae WP70 T , which was isolated from the gut of a comb pen shell ( Atrina pectinata ) collected from the southern sea of Yeosu in Korea [ 53 ].	atrina pectinata	atrina pectinata	endozoicomonas atrinae wp70	endozoicomonas atrinae wp70
0.8596969246864319	INHABITS	SI-ID406158	morinda citrifolia l.	PMC9967899.1	network_disagreement_fb62f040b591c9	92	30	2	ORGANISM	0.8596969246864319				unmatched	6	PMC9967899	STRAIN-ORGANISM:INHABITS	1	new_only	16	0.9998681545257568	0.9841643273830414	1-3	0	71	0	406158	Sphingomonas morindae	Sphingomonas morindae sp. NBD5 was isolated and identified from Noni ( Morinda citrifolia L.) branch [ 12 ]. Sphingopyxis sp. USTB-05, which we previously sequenced, was isolated and identified from the sediment of Dianchi Lake in Kunming, Yunnan, China [ 15 ]. Strain NBD5 and USTB-05 were grown in LB media (3.3 g/L peptone, 1.7 g/L yeast extract, 3.3 g/L NaCl), and incubated aerobically at 30 °C.	morinda citrifolia l.	morinda citrifolia l.	sphingomonas morindae sp. nbd5	sphingomonas morindae sp. nbd5
0.7725912928581238	INHABITS	SI-ID399669	oil palm trees	PMC7142508.1	network_disagreement_593335d5159a42	96	29	2	ORGANISM	0.7725912928581238				unmatched	7	PMC7142508	STRAIN-ORGANISM:INHABITS	1	new_only	17	0.9998660087585449	0.8272787928581238	1-2	0	83	0	399669	Streptomyces palmae	Streptomyces palmae CMU-AB204 T was previously isolated from the rhizosphere of an oil palm tree collected from the oil palm plantation at Chiang Mai University, Chiang Mai Province, Thailand, in October 2012. This strain has been characterized using a polyphasic approach and was previously proposed as S. palmae (type strain CMU-AB204 T = JCM 31289 T = TBRC 1999 T ) [ 31 ].	oil palm tree	oil palm trees	streptomyces palmae cmu-ab204	streptomyces palmae cmu-ab204
0.9381196896235148	INHABITS	SI-ID4758	chinook salmon ( oncorhynchus tshawytscha	PMC7602803.1	network_disagreement_29480299eb011c	190	119	2	ORGANISM	0.9381196896235148				unmatched	11	PMC7602803	STRAIN-ORGANISM:INHABITS	1	new_only	18	0.9998655319213867	0.99005326628685	3-4	0	149	109	4758	Renibacterium salmoninarum	The first one was isolated from Scotland and Norway aquacultures and included isolates related to the strain ATCC 33209 T , originally isolated from Chinook salmon ( Oncorhynchus tshawytscha ) in North America. The other group includes NCIBM 1114 and NCIBM 1116 strains that were also isolated from wild Atlantic salmon and related to Dee disease [ 19 ].	chinook salmon ( oncorhynchus tshawytscha	chinook salmon ( oncorhynchus tshawytscha	atcc 33209	atcc 33209
0.9190629919370016	INHABITS	SI-ID392052	bearded dragon ( pogona vitticeps	PMC4153485.1	network_disagreement_cf00bd6b31601b	119	65	2	ORGANISM	0.9190629919370016				unmatched	1	PMC4153485	STRAIN-ORGANISM:INHABITS	1	new_only	19	0.9998644590377808	0.9786693155765533	1	0	86	28	392052	Campylobacter iguaniorum	Complete Genome Sequence of Campylobacter iguaniorum Strain 1485E T , Isolated from a Bearded Dragon ( Pogona vitticeps )	bearded dragon ( pogona vitticeps	bearded dragon ( pogona vitticeps	campylobacter iguaniorum strain 1485e	campylobacter iguaniorum 1485e
0.8347943127155304	INHABITS	SI-ID272811	walnut tree	PMC7953287.1	network_disagreement_4e05e7107cd7de	160	123	2	ORGANISM	0.8347943127155304				unmatched	1	PMC7953287	STRAIN-ORGANISM:INHABITS	1	new_only	20	0.9998644590377808	0.9556428492069244	1	0	149	78	272811	Xanthomonas arboricola pv. juglandis	Complete Genome Sequence Obtained by Nanopore and Illumina Hybrid Assembly of Xanthomonas arboricola pv. juglandis CPBF 427, Isolated from Buds of a Walnut Tree	walnut tree	walnut tree	xanthomonas arboricola pv. juglandis cpbf 427	xanthomonas arboricola pv. juglandis cpbf 427
0.9727445840835571	INFECTS	SI-ID5268	crucifers	PMC11032200.1	network_disagreement_3825d3991a380c	57	32	2	ORGANISM	0.9727445840835571				unmatched	24	PMC11032200	STRAIN-ORGANISM:INFECTS	1	old_only	21	0.9998286962509155	0.9783545732498169	3	0	48	0	5268	Xanthomonas campestris	Xanthomonas campestris ATCC33913, pathogenic on crucifers, also appears to result from the genomic exchange with the ancestor of the commensal strains X. campestris (CFBP 13567 and CFBP 13568), both isolated from radish plants.	crucifers	crucifers	xanthomonas campestris atcc33913	xanthomonas campestris atcc33913
0.8564742803573608	INFECTS	SI-ID415028	NCBITaxon:4113	PMC11974492.1	network_disagreement_d7307127824e48	111	138	2	ORGANISM	0.9762346744537354	NCBITAXON	NCBITaxon:4113	Solanum tuberosum	matched	33	PMC11974492	STRAIN-ORGANISM:INFECTS	1	old_only	22	0.9998225569725037	0.8564742803573608	4	0	105	114	415028	Pectobacterium versatile	Tailocins were found not only in the symptomatic tissues caused by those strains that were pathogenic to potato ( P. versatile A69‐S13‐O15, D. dadantii 3937, D. chrysanthemi A604‐S21‐A17, D. zeae A586‐S18‐A17) but also in healthy tuber tissue surrounding the site where nonpathogenic strains ( P. aquaticum A212‐S19‐A16 and P. quasiaquaticum A411‐S4‐F17) were inoculated (Table 2 ; Figure S2 ).	potato	potato	p. versatile a69‐s13‐o15	p. versatile a69-s13-o15
0.941231906414032	INFECTS	SI-ID42144	insect	PMC4198210.1	network_disagreement_ef405d2be6e836	84	54	2	ORGANISM	0.941231906414032				unmatched	26	PMC4198210	STRAIN-ORGANISM:INFECTS	1	old_only	23	0.9998107552528381	0.9852254688739777	1-2	0	78	30	42144	Photorhabdus asymbiotica	Since P. luminescens TT01 and P. asymbiotica ATCC43949 are pathogenic towards insect, the role of ail and pagC genes was studied by cultivating recombinant E. coli in insect hemolymph, which is analogous to the mammalian blood regarding the immune system. The growth of the E. coli XL1Blue derivatives was not affected when cultivated in sterile hemolymph of Spodoptera littoralis fifth-instar larvae (data not shown).	insect	insect	p. asymbiotica atcc43949	p. asymbiotica atcc43949
0.8163398504257202	INFECTS	SI-ID201627	a. corallicida	PMC3157384.1	network_disagreement_c5378d5d3c117d	39	78	2	ORGANISM	0.8163398504257202				unmatched	20	PMC3157384	STRAIN-ORGANISM:INFECTS	1	old_only	24	0.9998005032539368	0.9857591688632965	3	0	25	58	201627	Serratia marcescens	Limited pathogenicity of A. corallicida , V. shiloi , and S. marcescens PDL100 may indicate the evolution of host-resistance to these pathogens [34] .	a. corallicida	a. corallicida	s. marcescens pdl100	s. marcescens pdl100
0.6081292629241943	INFECTS	SI-ID49295	NCBITaxon:50557	PMC7609056.1	network_disagreement_707be795d7fbb8	154	64	2	ORGANISM	0.6081292629241943	NCBITAXON	NCBITaxon:50557	Insecta	matched	31	PMC7609056	STRAIN-ORGANISM:INFECTS	1	old_only	25	0.9997889399528503	0.9634178578853607	1-2	0	147	36	49295	Serratia marcescens	As model entomopathogenic bacterium Serratia marcescens DSM12481 (DSMZ Braunschweig, Germany) was used. This bacterium is pathogenic in a range of insects ( Grimont and Grimont, 2006 ) and has been detected in formicine ants, that is Anoplolepis gracilipes ( Cooling et al., 2018 ) and Camponotus floridanus ( Ratzka et al., 2011 ).	insects	insects	serratia marcescens dsm12481	serratia marcescens dsm12481
0.8182240724563599	INFECTS	SI-ID404498	model nematode c. elegans	PMC3280538.1	network_disagreement_eb3b16de2f7086	89	24	2	ORGANISM	0.8182240724563599				unmatched	8	PMC3280538	STRAIN-ORGANISM:INFECTS	1	old_only	26	0.9997851252555847	0.9605096578598022	1-3	0	64	0	404498	Pseudomonas aeruginosa	P. aeruginosa stain PA14 is a clinical isolate that infects the model nematode C. elegans . This pathosystem was extensively studied by Tan et al. in [ 29 ]. An advantage of using this model is that it is genetically tractable because of the availability of a genome map for both the organisms and can be readily used as reference model for mammalian bacterial pathogenesis [ 29 , 30 , 31 ].	model nematode c. elegans	model nematode c. elegans	p. aeruginosa stain pa14	p. aeruginosa stain pa14
0.9705724120140076	INFECTS	SI-ID2805	NCBITaxon:9903	PMC12698708.1	network_disagreement_7e735334d0fa86	288	17	2	ORGANISM	0.9705724120140076	NCBITAXON	NCBITaxon:9903	Bos	matched	41	PMC12698708	STRAIN-ORGANISM:INFECTS	1	old_only	27	0.9997826218605042	0.9860431253910065	1-3	0	282	0	2805	Escherichia coli	E. Coli ATCC25922 is a standard reference strain extensively used in microbiology as a quality-control organism for antimicrobial susceptibility testing and as a model in studies of bovine health, including endometritis research 31 – 33 . Although this strain is not pathogenic for cattle, it provides a reproducible benchmark for comparing antimicrobial results across laboratories and for this purpose is recommended as quality control strain by the CLSI 34 .	cattle	cattle	e. coli atcc25922	e. coli atcc25922
0.8581205904483795	INFECTS	SI-ID298896	acridids	PMC4256560.1	network_disagreement_55f4e5ee15db42	69	33	2	ORGANISM	0.9467799067497253				unmatched	14	PMC4256560	STRAIN-ORGANISM:INFECTS	1	old_only	28	0.9997791647911072	0.8581205904483795	1-3	0	61	14	298896	Metarhizium anisopliae	The wild-type M. acridum ARSEF324 is a specific pathogen for acridids. To investigate if expressing toxins impacts host specificity we assayed transformants against the acridid Schistocerca americana , two other orthopterans (a katydid Microcentrum rhombifolium , and a gryllid Acheta domesticus ), the giant cockroach Periplaneta gigantea , a caterpillar ( Galleria mellonella ), and the human malaria mosquito Anopheles gambiae . The wild-type fungus and all transformants killed locusts.	acridids	acridids	m. acridum arsef324	m. acridum arsef324
0.8083397746086121	INFECTS	SI-ID297368	NCBITaxon:50557	PMC11588968.1	network_disagreement_ebe3de6b557154	161	90	2	ORGANISM	0.8083397746086121	NCBITAXON	NCBITaxon:50557	Insecta	matched	21	PMC11588968	STRAIN-ORGANISM:INFECTS	1	old_only	29	0.9997788071632385	0.9810823798179626	6	0	154	67	297368	Xenorhabdus griffiniae	XENO-11 T , X. indica DSM 17382 T , X. khoisanae DSM 25463 T , and X. griffiniae DSM 17911 T were the most pathogenic strains, as they killed 100% of the insects at all concentrations tested within 24 h post-injection (Fig. S7 – S9 ).	insects	insects	x. griffiniae dsm 17911	x. griffiniae dsm 17911
0.6967986226081848	INFECTS	SI-ID68955	zebrafish larvae	PMC7794032.1	network_disagreement_8ed808b1ddc852	105	131	2	ORGANISM	0.6967986226081848				unmatched	27	PMC7794032	STRAIN-ORGANISM:INFECTS	1	old_only	30	0.9997770190238953	0.9032867550849915	6-7	0	89	122	68955		In a study by Marcoleta et al . [ 9 ], three types of K . pneumoniae were used to infect zebrafish larvae, but only one ( Kp RYC492) was found to be highly virulent and caused 75% mortality after 72 hours post-infection (h.p.i.). In another study by Cheepurupalli et al . [ 14 ], clinical MDR K . pneumoniae at 10 7 CFU/ml was used to infect the zebrafish resulting in 100% mortality at 24 h.p.i.	zebrafish larvae	zebrafish larvae	kp ryc492	kp ryc492
0.9407521486282349	INHABITS	SI-ID43161	scorpion fly	PMC6486257.1	network_disagreement_c8dedadadb4460	90	31	2	ORGANISM	0.9407521486282349				unmatched	2	PMC6486257	STRAIN-ORGANISM:INHABITS	1	old_only	31	0.9999450445175171	0.9630110859870911	1-2	0	78	0	43161	Spiroplasma alleghenense	Spiroplasma alleghenense PLHS-1 T (ATCC 51752) was isolated from the gut of a scorpion fly ( Panorpa helena ) collected in West Virginia. The complete genome sequence of this bacterium, which consists of a single 1,336,077-bp circular chromosome, is reported in this work.	scorpion fly	scorpion fly	spiroplasma alleghenense plhs-1	spiroplasma alleghenense plhs-1
0.9061683217684428	INHABITS	SI-ID271841	sea hare, aplysia kurodai	PMC3873509.1	network_disagreement_713543898f6d10	218	149	2	ORGANISM	0.9061683217684428				unmatched	17	PMC3873509	STRAIN-ORGANISM:INHABITS	1	old_only	32	0.9999450445175171	0.9889883399009705	1-2	0	193	140	271841	Vibrio tritonius	Four isolates of V. tritonius sp. nov., JCM 16456 T = LMG 25401 T = AM2 T , JCM 16457 = LMG 25402 = MA12, JCM 16458 = LMG 25403 = MA17, and JCM 16459 = LMG 25404 = MA35, isolated from gut of a sea hare, Aplysia kurodai , were used in this study. The strains were cultured on ZoBell 2216E agar (Oppenheimer and ZoBell, 1952 ) and stored at −80°C in 10% glycerol-supplemented broth.	sea hare, aplysia kurodai	sea hare, aplysia kurodai	jcm 16459	jcm 16459
0.7137603759765625	INHABITS	SI-ID41777	a cat	PMC3907732.1	network_disagreement_a1c5e97e2f7eb3	153	127	2	ORGANISM	0.7137603759765625				unmatched	3	PMC3907732	STRAIN-ORGANISM:INHABITS	1	old_only	33	0.9999450445175171	0.9876631796360016	1-2	0	148	99	41777	Bacteroides pyogenes	Bacteroides pyogenes JCM 6294 T and Bacteroides suis JCM 6292 T were isolated from pigs ( 1 ), and Bacteroides tectus JCM 10003 T was isolated from a cat ( 2 ). It was previously reported that the sequence similarities between B. pyogenes JCM 6294 T and B. suis JCM 6292 T are 100% for the hsp60 gene and 100% for the 16S rRNA gene ( 3 ).	a cat	a cat	bacteroides tectus jcm 10003	bacteroides tectus jcm 10003
0.8681257665157318	INHABITS	SI-ID281369	sea sponge verongula gigante	PMC12080928.1	network_disagreement_81d2cbe7215820	107	52	2	ORGANISM	0.8681257665157318				unmatched	36	PMC12080928	STRAIN-ORGANISM:INHABITS	1	old_only	34	0.999943733215332	0.988497257232666	1-2	0	79	43	281369	Pseudovibrio flavus	The type strain TSD-76 T (=ATCC TSD-76 T = LMG 29867 T ) was isolated from the sea sponge Verongula gigante . The 16S rRNA and genome accession number are KX896701 and SMMA00000000 , respectively.	sea sponge verongula gigante	sea sponge verongula gigante	lmg 29867	lmg 29867
0.9727323949337006	INHABITS	SI-ID46266	harbour porpoise	PMC12281759.1	network_disagreement_06325190b6573f	108	43	2	ORGANISM	0.9727323949337006				unmatched	26	PMC12281759	STRAIN-ORGANISM:INHABITS	1	old_only	35	0.9999434947967529	0.9875282049179077	1-2	0	92	34	46266	Phocoenobacter uteri	The type strain is NCTC 12872 T (=M1063U/93 T =DSM 15746 T =CCUG 47322 T ), isolated from a harbour porpoise in Scotland. The genome assembly (2.18 Mbp; 36.17 mol% G+C content) and 16S rRNA gene sequence are available, respectively, through accession numbers GCF_900454895 and NR_027217 .	harbour porpoise	harbour porpoise	m1063u/93	m1063u/93
0.9569750130176544	INHABITS	SI-ID405326	NCBITaxon:2162900	PMC8346765.1	network_disagreement_50d7ae50592162	437	383	2	ORGANISM	0.9569750130176544	NCBITAXON	NCBITaxon:2162900	Alexandromys oeconomus	matched	26	PMC8346765	STRAIN-ORGANISM:INHABITS	1	old_only	36	0.9999427795410156	0.9879934787750244	8-10	0	428	374	405326	Limosilactobacillus fastidiosus	The cell-wall peptidoglycan of WF-MO7-1 T contains the amino acids alanine (Ala), glutamic acid (Glu), aspartic acid (Asp) and ornithine (Orn), with the molar ratio 1.5 (Ala):0.9 (Asp):1.0 (Glu):1.1 (Orn), suggesting the cell-wall peptidoglycan type A4α l -Orn –d -Asp by [ 38 ]. The DNA G+C content of WF-MO7-1 T is 39.1 mol%. The type strain is WF-MO7-1 T (=DSM 110576 T =LMG 31630 T ), which was isolated from the jejunum of root vole ( Microtus oeconomus ) caught in the Vilnius area in Lithuania [ 13 ].	root vole	root vole	lmg 31630	lmg 31630
0.8362813293933868	INHABITS	SI-ID403914	m26 apple plantlets	PMC9300504.1	network_disagreement_edcffa6ea9293a	129	35	2	ORGANISM	0.8362813293933868				unmatched	33	PMC9300504	STRAIN-ORGANISM:INHABITS	1	old_only	37	0.9999427795410156	0.9910636842250824	1	0	110	25	403914	Rhodococcus pseudokoreensis	The type strain R79 T (= DSM 113102 T = LMG 32444 T = CCM 9183 T ) was isolated from the rhizosphere of young M26 apple plantlets grown in a grassland soil from Ellerhoop (Germany).	m26 apple plantlets	m26 apple plantlets	dsm 113102	dsm 113102
0.819822371006012	INHABITS	SI-ID382321	NCBITaxon:31989	PMC11705938.1	network_disagreement_d4f53ee816c165	354	333	2	ORGANISM	0.819822371006012	NCBITAXON	NCBITaxon:31989	Paracoccaceae	matched	11	PMC11705938	STRAIN-ORGANISM:INHABITS	1	old_only	38	0.9999427795410156	0.977200984954834	1-2	0	341	304	382321	Thioclava dalianensis	This gene cluster was further categorized into three sub-classes: types A, B, and C, based on the order and orientations of the genes ( Fig. 3 ). Among these three sub-classes, the type B cluster was also found in genomes from at least three strains from different families from Roseobacteraceae , i.e., Thioclava dalianensis DLFJ1-1 T from Paracoccaceae ( 33 ) and Neorhizobium petrolearium DSM 26482 T and Martelella sp. AD-3 from Rhizobiaceae ( Fig. 3 ; Table 2 ).	paracoccaceae	paracoccaceae	thioclava dalianensis dlfj1-1	thioclava dalianensis dlfj1-1
0.880530595779419	INHABITS	SI-ID366515	halophyte plant arthrocnemum macrostachyum	PMC7395622.1	network_disagreement_3577078607bb2b	137	35	2	ORGANISM	0.880530595779419				unmatched	20	PMC7395622	STRAIN-ORGANISM:INHABITS	1	old_only	39	0.9999421834945679	0.9873133897781372	1-3	0	95	26	366515		The type strain, RA15 T (=CECT 9079 T =LMG 29860 T ), was isolated from the rhizosphere of the halophyte plant Arthrocnemum macrostachyum . The GenBank/EMBL/DDBJ accession number for the 16S rRNA gene sequence is KU588400 . The GenBank/EMBL/DDBJ accession number for the draft genome is CABVLM01.	halophyte plant arthrocnemum macrostachyum	halophyte plant arthrocnemum macrostachyum	cect 9079	cect 9079
